"drug_concept_id","drug_concept_name","ancestor_concept_id","ancestor_concept_name"
19124146,"1 ML hyaluronidase, human recombinant 150 UNT/ML Injection",21601226,"OTHER HEMATOLOGICAL AGENTS"
19124148,"1 ML hyaluronidase, human recombinant 150 UNT/ML Injection [Hylenex]",21601226,"OTHER HEMATOLOGICAL AGENTS"
19132839,"C1 esterase inhibitor (human) 500 UNT Injection [Cinryze]",21601226,"OTHER HEMATOLOGICAL AGENTS"
35201953,"2 ML lanadelumab-flyo 150 MG/ML Injection",21601226,"OTHER HEMATOLOGICAL AGENTS"
35201954,"2 ML lanadelumab-flyo 150 MG/ML Injection [Takhzyro]",21601226,"OTHER HEMATOLOGICAL AGENTS"
35605160,"C1 esterase inhibitor (human) 500 UNT Injection",21601226,"OTHER HEMATOLOGICAL AGENTS"
37497991,"voxelotor 500 MG Oral Tablet",21601226,"OTHER HEMATOLOGICAL AGENTS"
37497997,"voxelotor 500 MG Oral Tablet [Oxbryta]",21601226,"OTHER HEMATOLOGICAL AGENTS"
37499756,"10 ML crizanlizumab-tmca 10 MG/ML Injection",21601226,"OTHER HEMATOLOGICAL AGENTS"
37499757,"10 ML crizanlizumab-tmca 10 MG/ML Injection [Adakveo]",21601226,"OTHER HEMATOLOGICAL AGENTS"
40166926,"C1 esterase inhibitor (human) 500 UNT Injection [Berinert]",21601226,"OTHER HEMATOLOGICAL AGENTS"
40168940,"1 ML ecallantide 10 MG/ML Injection",21601226,"OTHER HEMATOLOGICAL AGENTS"
40168941,"1 ML ecallantide 10 MG/ML Injection [Kalbitor]",21601226,"OTHER HEMATOLOGICAL AGENTS"
40241531,"3 ML icatibant 10 MG/ML Prefilled Syringe",21601226,"OTHER HEMATOLOGICAL AGENTS"
40241532,"3 ML icatibant 10 MG/ML Prefilled Syringe [Firazyr]",21601226,"OTHER HEMATOLOGICAL AGENTS"
45777061,"{1 (15 ML hyaluronidase, human recombinant 160 UNT/ML Injection) / 1 (300 ML immunoglobulin G, human 100 MG/ML Injection) } Pack",21601226,"OTHER HEMATOLOGICAL AGENTS"
45777064,"{1 (1.25 ML hyaluronidase, human recombinant 160 UNT/ML Injection) / 1 (25 ML immunoglobulin G, human 100 MG/ML Injection) } Pack [Hyqvia 2.5 G / 25 ML Kit]",21601226,"OTHER HEMATOLOGICAL AGENTS"
45777067,"{1 (100 ML immunoglobulin G, human 100 MG/ML Injection) / 1 (5 ML hyaluronidase, human recombinant 160 UNT/ML Injection) } Pack",21601226,"OTHER HEMATOLOGICAL AGENTS"
45777068,"{1 (100 ML immunoglobulin G, human 100 MG/ML Injection) / 1 (5 ML hyaluronidase, human recombinant 160 UNT/ML Injection) } Pack [Hyqvia 10 G / 100 ML Kit]",21601226,"OTHER HEMATOLOGICAL AGENTS"
45777069,"{1 (10 ML hyaluronidase, human recombinant 160 UNT/ML Injection) / 1 (200 ML immunoglobulin G, human 100 MG/ML Injection) } Pack",21601226,"OTHER HEMATOLOGICAL AGENTS"
45892909,"C1 esterase inhibitor (recombinant) 2100 UNT Injection",21601226,"OTHER HEMATOLOGICAL AGENTS"
1326303,"digoxin",21601239,"CARDIAC GLYCOSIDES"
1326346,"digoxin 0.05 MG Oral Capsule",21601239,"CARDIAC GLYCOSIDES"
1326347,"digoxin 0.1 MG Oral Capsule",21601239,"CARDIAC GLYCOSIDES"
1326348,"digoxin 0.5 MG Oral Tablet",21601239,"CARDIAC GLYCOSIDES"
1326349,"digoxin 0.0625 MG Oral Tablet",21601239,"CARDIAC GLYCOSIDES"
1326437,"digoxin 0.05 MG/ML Oral Solution",21601239,"CARDIAC GLYCOSIDES"
19003513,"digoxin 0.0625 MG Oral Tablet [Lanoxin]",21601239,"CARDIAC GLYCOSIDES"
19003514,"2 ML digoxin 0.25 MG/ML Injection",21601239,"CARDIAC GLYCOSIDES"
19018935,"digoxin 0.125 MG Oral Tablet",21601239,"CARDIAC GLYCOSIDES"
19018937,"digoxin 0.25 MG Oral Tablet",21601239,"CARDIAC GLYCOSIDES"
19027622,"1 ML digoxin 0.1 MG/ML Injection",21601239,"CARDIAC GLYCOSIDES"
19037567,"1 ML digoxin 0.1 MG/ML Injection [Lanoxin]",21601239,"CARDIAC GLYCOSIDES"
19067600,"digoxin 0.125 MG Oral Tablet [Digitek]",21601239,"CARDIAC GLYCOSIDES"
19067671,"digoxin 0.25 MG Oral Tablet [Digitek]",21601239,"CARDIAC GLYCOSIDES"
19128906,"digoxin 0.05 MG/ML Oral Solution [Lanoxin Pediatric]",21601239,"CARDIAC GLYCOSIDES"
40033901,"digoxin Oral Solution",21601239,"CARDIAC GLYCOSIDES"
40033902,"digoxin Oral Tablet",21601239,"CARDIAC GLYCOSIDES"
42708384,"digoxin 0.25 MG Oral Tablet [Digox]",21601239,"CARDIAC GLYCOSIDES"
42708404,"digoxin 0.125 MG Oral Tablet [Digox]",21601239,"CARDIAC GLYCOSIDES"
44507525,"digoxin 0.1875 MG Oral Tablet",21601239,"CARDIAC GLYCOSIDES"
989878,"lidocaine",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
1307542,"mexiletine",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
1309944,"amiodarone",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
1309992,"amiodarone hydrochloride 200 MG Oral Tablet",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
1309995,"amiodarone hydrochloride 50 MG/ML Injectable Solution",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
1309996,"amiodarone hydrochloride 50 MG/ML Injectable Solution [Cordarone]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
1309999,"amiodarone hydrochloride 200 MG Oral Tablet [Pacerone]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
1310001,"amiodarone hydrochloride 400 MG Oral Tablet",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
1310034,"3 ML amiodarone hydrochloride 50 MG/ML Prefilled Syringe",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
1310037,"amiodarone hydrochloride 100 MG Oral Tablet",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
1310038,"amiodarone hydrochloride 100 MG Oral Tablet [Pacerone]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
1335712,"12 HR disopyramide 100 MG Extended Release Oral Capsule",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
1335713,"12 HR disopyramide 150 MG Extended Release Oral Capsule",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
1351461,"procainamide",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
1353256,"propafenone",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
1354860,"flecainide",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
1718833,"procainamide Prefilled Syringe",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
1718834,"10 ML procainamide hydrochloride 100 MG/ML Prefilled Syringe",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
19011511,"amiodarone hydrochloride 100 MG Oral Tablet [Cordarone X]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
19040430,"disopyramide 100 MG Oral Capsule [Norpace]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
19054216,"amiodarone hydrochloride 200 MG Oral Tablet [Amidox]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
19076626,"disopyramide 100 MG Oral Capsule",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
19076628,"disopyramide 150 MG Oral Capsule",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
19076703,"dofetilide 0.125 MG Oral Capsule",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
19076704,"dofetilide 0.25 MG Oral Capsule",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
19076705,"dofetilide 0.5 MG Oral Capsule",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
19135752,"200 ML amiodarone hydrochloride 1.8 MG/ML Injection",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
35604317,"30 ML lidocaine hydrochloride 10 MG/ML Injection",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
35604319,"lidocaine hydrochloride 10 MG/ML Injection",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
35604320,"lidocaine hydrochloride 10 MG/ML Injection [Xylocaine]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
35604321,"5 ML lidocaine hydrochloride 10 MG/ML Injection",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
35604323,"2 ML lidocaine hydrochloride 10 MG/ML Injection",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
35604333,"20 ML lidocaine hydrochloride 15 MG/ML Injection",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
35604334,"20 ML lidocaine hydrochloride 15 MG/ML Injection [Xylocaine]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
35604339,"250 ML lidocaine hydrochloride 8 MG/ML Injection",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
35604340,"lidocaine hydrochloride 8 MG/ML Injection",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
35604347,"250 ML lidocaine hydrochloride 4 MG/ML Injection",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
35604348,"lidocaine hydrochloride 4 MG/ML Injection",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
35604352,"2 ML lidocaine hydrochloride 20 MG/ML Injection",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
35604354,"lidocaine hydrochloride 20 MG/ML Injection",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
35604355,"lidocaine hydrochloride 20 MG/ML Injection [Xylocaine]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
35604356,"5 ML lidocaine hydrochloride 20 MG/ML Injection",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
35604358,"10 ML lidocaine hydrochloride 20 MG/ML Injection",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40000191,"lidocaine Injectable Solution",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40007695,"amiodarone Injectable Solution",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40007699,"amiodarone Oral Tablet",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40062994,"mexiletine Oral Capsule",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40074327,"procainamide Injectable Solution",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40102900,"flecainide Oral Tablet",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40161410,"quinidine sulfate 200 MG Oral Tablet",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40161412,"quinidine sulfate 200 MG Oral Tablet [Quin-Tab]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40161425,"quinidine sulfate 300 MG Oral Tablet",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40161426,"quinidine sulfate 300 MG Oral Tablet [Quinora]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40161873,"quinidine gluconate 324 MG Extended Release Oral Tablet",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40163617,"dronedarone 400 MG Oral Tablet",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40163983,"12 HR propafenone hydrochloride 225 MG Extended Release Oral Capsule",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40163984,"12 HR propafenone hydrochloride 225 MG Extended Release Oral Capsule [Rythmol]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40165138,"propafenone hydrochloride 150 MG Oral Tablet",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40165139,"propafenone hydrochloride 150 MG Oral Tablet [Rythmol]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40165191,"procainamide hydrochloride 100 MG/ML Injectable Solution",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40165192,"procainamide hydrochloride 100 MG/ML Injectable Solution [Pronestyl]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40165228,"procainamide hydrochloride 500 MG/ML Injectable Solution",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40165229,"procainamide hydrochloride 500 MG/ML Injectable Solution [Pronestyl]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40169046,"flecainide acetate 100 MG Oral Tablet",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40169047,"flecainide acetate 100 MG Oral Tablet [Tambocor]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40169050,"flecainide acetate 150 MG Oral Tablet",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40169051,"flecainide acetate 150 MG Oral Tablet [Tambocor]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40169054,"flecainide acetate 50 MG Oral Tablet",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40169055,"flecainide acetate 50 MG Oral Tablet [Tambocor]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40173495,"12 HR disopyramide 100 MG Extended Release Oral Capsule [Norpace]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40173496,"12 HR disopyramide 150 MG Extended Release Oral Capsule [Norpace]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40182371,"10 ML ibutilide fumarate 0.1 MG/ML Injection",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40225808,"5 ML lidocaine hydrochloride 10 MG/ML Prefilled Syringe",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40225811,"5 ML lidocaine hydrochloride 20 MG/ML Prefilled Syringe",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40227004,"lidocaine hydrochloride 0.5 MG Jet Injector",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40227005,"lidocaine hydrochloride 0.5 MG Jet Injector [Zingo]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40227010,"lidocaine hydrochloride 10 MG/ML",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40227012,"lidocaine hydrochloride 10 MG/ML Injectable Solution",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40227019,"lidocaine hydrochloride 10 MG/ML Injectable Solution [Xylocaine]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40227049,"lidocaine hydrochloride 20 MG/ML Injectable Solution",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40227056,"lidocaine hydrochloride 20 MG/ML Injectable Solution [Xylocaine]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40227099,"5 ML lidocaine hydrochloride 40 MG/ML Injection",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40227100,"5 ML lidocaine hydrochloride 40 MG/ML Injection [Xylocaine]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40227117,"lidocaine hydrochloride 5 MG/ML Injectable Solution",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40227118,"lidocaine hydrochloride 5 MG/ML Injectable Solution [Xylocaine]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40229189,"100 ML amiodarone hydrochloride 1.5 MG/ML Injection",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40229190,"100 ML amiodarone hydrochloride 1.5 MG/ML Injection [Nexterone]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
40229192,"200 ML amiodarone hydrochloride 1.8 MG/ML Injection [Nexterone]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
42902630,"lidocaine hydrochloride 10 MG/ML Prefilled Syringe",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
43011929,"mexiletine hydrochloride 150 MG Oral Capsule",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
43011930,"mexiletine hydrochloride 150 MG Oral Capsule [Mexitil]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
43011932,"mexiletine hydrochloride 200 MG Oral Capsule",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
43011933,"mexiletine hydrochloride 200 MG Oral Capsule [Mexitil]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
43011934,"mexiletine hydrochloride 250 MG Oral Capsule",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
43011935,"mexiletine hydrochloride 250 MG Oral Capsule [Mexitil]",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
46276333,"3 ML amiodarone hydrochloride 50 MG/ML Injection",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
46276335,"9 ML amiodarone hydrochloride 50 MG/ML Injection",21600248,"ANTIARRHYTHMICS, CLASS I AND III"
740244,"250 ML norepinephrine 0.032 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
793005,"0.3 ML epinephrine 1 MG/ML Prefilled Syringe",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
793010,"0.3 ML epinephrine 1 MG/ML Prefilled Syringe [Symjepi]",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
793160,"NDA201739 0.1 ML epinephrine 1 MG/ML Auto-Injector",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
793161,"NDA201739 0.1 ML epinephrine 1 MG/ML Auto-Injector [Auvi-Q]",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
793740,"5 ML milrinone lactate 1 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
964320,"1 ML angiotensin II 2.5 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
964321,"1 ML angiotensin II 2.5 MG/ML Injection [Giapreza]",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
1135766,"phenylephrine",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
1143374,"ephedrine",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
1146731,"10 ML ephedrine sulfate 5 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
1146732,"10 ML ephedrine sulfate 5 MG/ML Injection [Emerphed]",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
1321341,"norepinephrine",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
1321363,"4 ML norepinephrine 1 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
1337860,"dopamine",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
1343916,"epinephrine",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
1344056,"epinephrine 1 MG/ML",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
1344098,"epinephrine 0.5 MG/ML",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
1344242,"NDA019430 0.3 ML epinephrine 0.5 MG/ML Auto-Injector",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
1344244,"NDA019430 0.3 ML epinephrine 1 MG/ML Auto-Injector [Epipen]",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
1344245,"10 ML epinephrine 0.1 MG/ML Prefilled Syringe",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
1344247,"NDA019430 0.3 ML epinephrine 0.5 MG/ML Auto-Injector [Epipen]",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
1361673,"0.3 ML epinephrine 0.5 MG/ML Prefilled Syringe",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
1361674,"0.3 ML epinephrine 0.5 MG/ML Prefilled Syringe [Symjepi]",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
1368671,"milrinone",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
1594367,"NDA201739 0.3 ML epinephrine 1 MG/ML Auto-Injector",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
1594368,"NDA019430 0.3 ML epinephrine 1 MG/ML Auto-Injector",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
1594379,"NDA020800 0.15 ML epinephrine 1 MG/ML Auto-Injector",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
1594382,"NDA020800 0.3 ML epinephrine 1 MG/ML Auto-Injector",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
1719037,"20 ML dobutamine 12.5 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
1719038,"dobutamine 12.5 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
1719040,"dobutamine 2 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
1719041,"dobutamine 4 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
19040856,"4 ML norepinephrine 1 MG/ML Injection [Levophed]",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
19076658,"250 ML dobutamine 1 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
19076659,"250 ML dobutamine 2 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
19076660,"250 ML dobutamine 4 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
19076867,"epinephrine 0.1 MG/ML Injectable Solution",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
19076899,"epinephrine 1 MG/ML Injectable Solution",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
35416059,"0.15 ML Epinephrine 1 MG/ML Prefilled Syringe",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
35603335,"1 ML isoproterenol hydrochloride 0.2 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
35603337,"1 ML isoproterenol hydrochloride 0.2 MG/ML Injection [Isuprel]",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
35603339,"isoproterenol hydrochloride 0.2 MG/ML Injection [Isuprel]",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
35605410,"fenoldopam Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
35605411,"1 ML fenoldopam 10 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
35605413,"1 ML fenoldopam 10 MG/ML Injection [Corlopam]",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
35606561,"250 ML dopamine hydrochloride 0.8 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
35606562,"dopamine hydrochloride 0.8 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
35606564,"250 ML dopamine hydrochloride 1.6 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
35606565,"dopamine hydrochloride 1.6 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
35606567,"10 ML dopamine hydrochloride 40 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
35606568,"dopamine hydrochloride 40 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
35606569,"5 ML dopamine hydrochloride 40 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
36249954,"1 ML ephedrine sulfate 50 MG/ML Injection [Akovaz]",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
36404300,"Dopamine 1.6 MG/ML Injectable Solution",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
36885798,"Milrinone 1 MG/ML Injectable Solution",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
37497615,"phenylephrine hydrochloride 0.1 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
40038600,"epinephrine Injectable Solution",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
40064233,"midodrine Oral Tablet",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
40072394,"norepinephrine Injectable Solution",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
40074086,"phenylephrine Injectable Solution",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
40141766,"epinephrine Prefilled Syringe",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
40149954,"phenylephrine Prefilled Syringe",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
40169298,"NDA020800 0.15 ML epinephrine 1 MG/ML Auto-Injector [Adrenaclick]",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
40169309,"NDA020800 0.3 ML epinephrine 1 MG/ML Auto-Injector [Adrenaclick]",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
40222918,"midodrine hydrochloride 10 MG Oral Tablet",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
40222920,"midodrine hydrochloride 10 MG Oral Tablet [Proamatine]",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
40222924,"midodrine hydrochloride 2.5 MG Oral Tablet",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
40222926,"midodrine hydrochloride 2.5 MG Oral Tablet [Proamatine]",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
40222930,"midodrine hydrochloride 5 MG Oral Tablet",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
40222932,"midodrine hydrochloride 5 MG Oral Tablet [Proamatine]",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
40240859,"1 ML ephedrine sulfate 50 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
41148968,"Dopamine 3.2 MG/ML Injectable Solution",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
42628989,"100 ML milrinone lactate 0.2 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
42628990,"milrinone lactate 0.2 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
42628991,"200 ML milrinone lactate 0.2 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
42628993,"10 ML milrinone lactate 1 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
42628994,"milrinone lactate 1 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
42628995,"20 ML milrinone lactate 1 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
42628996,"50 ML milrinone lactate 1 MG/ML Injection",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
42707286,"phenylephrine hydrochloride 10 MG/ML Injectable Solution",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
42707287,"1 ML phenylephrine hydrochloride 10 MG/ML Injection [Neo-Synephrine]",21600279,"CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES"
